query_one,query_two,same_intent
sexual disorders,plan b controversy,True
sexual disorders,plan b opponents,True
sexual disorders,plan b opposing reasons,True
sexual disorders,pro-life on plan b,True
sexual disorders,plan b history timeline,True
sexual disorders,plan b timeline,True
sexual disorders,plan b timeline 2006,True
sexual disorders,first oral contraceptives,True
sexual disorders,yuzpe regimen,True
sexual disorders,mifeprex,True
stds,sexuality and religion,True
stds,sexual disorders,True
stds,contraception,True
stds,plan b contraception,True
stds,plan b controversy,True
stds,plan b opponents,True
stds,plan b opposing reasons,True
stds,pro-life on plan b,True
stds,plan b history timeline,True
stds,plan b timeline,True
stds,plan b timeline 2006,True
stds,first oral contraceptives,True
stds,yuzpe regimen,True
stds,mifeprex,True
contraception,sexuality and religion,True
contraception,sexual disorders,True
contraception,stds,True
contraception,plan b contraception,True
contraception,plan b controversy,True
contraception,plan b opponents,True
contraception,plan b opposing reasons,True
contraception,pro-life on plan b,True
contraception,plan b history timeline,True
contraception,plan b timeline,True
contraception,plan b timeline 2006,True
contraception,first oral contraceptives,True
contraception,yuzpe regimen,True
contraception,mifeprex,True
el tiempo latino,el pregonero,True
el tiempo latino,la vanguardia,True
el pregonero,el tiempo latino,True
el pregonero,la vanguardia,True
la vanguardia,el tiempo latino,True
la vanguardia,el pregonero,True
vico c song lyrics,the authority song lyrics,False
vico c song lyrics,the last song lyrics,False
vico c song lyrics,song lyrics,False
vico c song lyrics,gilberto santa rosa la conciencia lyrics,True
vico c song lyrics,grupo niche una aventura song lyrics,True
vico c song lyrics,que locura enamorarme de ti eddie santiago,True
vico c song lyrics,casi te envidio andy montanez,True
vico c song lyrics,ni como amiga ni como amante grupo niche,True
vico c song lyrics,anhelo adolescentes,True
vico c song lyrics,vico c desahogo album song lyrics,True
vico c song lyrics,pussycat dolls beep song lyrics,True
vico c song lyrics,hips don't lie song lyrics,True
vico c song lyrics,rakim y keny down song lyrics,True
vico c song lyrics,ivy queen song lyrics,True
vico c song lyrics,galy galiano song lyrics,True
vico c song lyrics,isa song lyrics,True
vico c song lyrics,isabel borda,True
vico c desahogo album song lyrics,the authority song lyrics,False
vico c desahogo album song lyrics,the last song lyrics,False
vico c desahogo album song lyrics,song lyrics,False
vico c desahogo album song lyrics,gilberto santa rosa la conciencia lyrics,True
vico c desahogo album song lyrics,grupo niche una aventura song lyrics,True
vico c desahogo album song lyrics,que locura enamorarme de ti eddie santiago,True
vico c desahogo album song lyrics,casi te envidio andy montanez,True
vico c desahogo album song lyrics,ni como amiga ni como amante grupo niche,True
vico c desahogo album song lyrics,anhelo adolescentes,True
vico c desahogo album song lyrics,vico c song lyrics,True
vico c desahogo album song lyrics,pussycat dolls beep song lyrics,True
vico c desahogo album song lyrics,hips don't lie song lyrics,True
vico c desahogo album song lyrics,rakim y keny down song lyrics,True
vico c desahogo album song lyrics,ivy queen song lyrics,True
vico c desahogo album song lyrics,galy galiano song lyrics,True
vico c desahogo album song lyrics,isa song lyrics,True
vico c desahogo album song lyrics,isabel borda,True
world cup 2006,world cup teams,True
world cup 2006,brazil 2006 world cup team,True
world cup 2006,world cup 2006 brazil team,True
world cup 2006,brazil soccer coach,True
world cup 2006,brazil soccer coach name,True
world cup 2006,carlos perreira,True
world cup 2006,italia world cup 2006,False
pussycat dolls beep song lyrics,the authority song lyrics,False
pussycat dolls beep song lyrics,the last song lyrics,False
pussycat dolls beep song lyrics,song lyrics,False
pussycat dolls beep song lyrics,gilberto santa rosa la conciencia lyrics,True
pussycat dolls beep song lyrics,grupo niche una aventura song lyrics,True
pussycat dolls beep song lyrics,que locura enamorarme de ti eddie santiago,True
pussycat dolls beep song lyrics,casi te envidio andy montanez,True
pussycat dolls beep song lyrics,ni como amiga ni como amante grupo niche,True
pussycat dolls beep song lyrics,anhelo adolescentes,True
pussycat dolls beep song lyrics,vico c song lyrics,True
pussycat dolls beep song lyrics,vico c desahogo album song lyrics,True
pussycat dolls beep song lyrics,hips don't lie song lyrics,True
pussycat dolls beep song lyrics,rakim y keny down song lyrics,True
pussycat dolls beep song lyrics,ivy queen song lyrics,True
pussycat dolls beep song lyrics,galy galiano song lyrics,True
pussycat dolls beep song lyrics,isa song lyrics,True
pussycat dolls beep song lyrics,isabel borda,True
plan b contraception,sexuality and religion,True
plan b contraception,sexual disorders,True
plan b contraception,stds,True
plan b contraception,contraception,True
plan b contraception,plan b controversy,True
plan b contraception,plan b opponents,True
plan b contraception,plan b opposing reasons,True
plan b contraception,pro-life on plan b,True
plan b contraception,plan b history timeline,True
plan b contraception,plan b timeline,True
plan b contraception,plan b timeline 2006,True
plan b contraception,first oral contraceptives,True
plan b contraception,yuzpe regimen,True
plan b contraception,mifeprex,True
world cup teams,world cup 2006,True
world cup teams,brazil 2006 world cup team,True
world cup teams,world cup 2006 brazil team,True
world cup teams,brazil soccer coach,True
world cup teams,brazil soccer coach name,True
world cup teams,carlos perreira,True
world cup teams,italia world cup 2006,False
brazil 2006 world cup team,world cup 2006,True
brazil 2006 world cup team,world cup teams,True
brazil 2006 world cup team,world cup 2006 brazil team,True
brazil 2006 world cup team,brazil soccer coach,True
brazil 2006 world cup team,brazil soccer coach name,True
brazil 2006 world cup team,carlos perreira,True
brazil 2006 world cup team,italia world cup 2006,False
world cup 2006 brazil team,world cup 2006,True
world cup 2006 brazil team,world cup teams,True
world cup 2006 brazil team,brazil 2006 world cup team,True
world cup 2006 brazil team,brazil soccer coach,True
world cup 2006 brazil team,brazil soccer coach name,True
world cup 2006 brazil team,carlos perreira,True
world cup 2006 brazil team,italia world cup 2006,False
brazil soccer coach,world cup 2006,True
brazil soccer coach,world cup teams,True
brazil soccer coach,brazil 2006 world cup team,True
brazil soccer coach,world cup 2006 brazil team,True
brazil soccer coach,brazil soccer coach name,True
